Date,Open,High,Low,Close,Volume
2023-01-03,178.34,179.44,176.53,178.26,1565583
2023-01-04,179.72,180.77,178.71,179.77,981126
2023-01-05,179.98,181.9,179.14,179.78,1512819
2023-01-06,180.63,182.23,179.29,180.49,1331992
2023-01-09,180.81,182.4,179.72,180.96,1283826
2023-01-11,181.87,183.05,180.37,182.0,1059611
2023-01-12,182.76,183.66,181.05,182.18,1573318
2023-01-13,182.28,183.46,180.93,182.64,1305258
2023-01-16,179.17,180.69,178.28,179.2,1111152
2023-01-17,182.11,183.1,181.61,182.02,1233495
2023-01-18,182.11,182.81,180.28,181.33,1303998
2023-01-19,180.72,182.36,179.54,180.87,1488743
2023-01-20,179.95,181.04,178.77,179.47,1189748
2023-01-23,180.09,180.74,178.22,179.47,1240561
2023-01-24,181.04,182.13,179.66,181.07,1430500
2023-01-25,179.35,180.94,177.95,179.45,1877458
2023-01-26,179.12,180.59,178.56,179.29,1343758
2023-01-27,178.82,179.74,178.29,178.95,1409238
2023-01-30,176.72,177.95,174.98,176.29,1421195
2023-01-31,178.95,180.39,177.87,178.84,1256747
2023-02-01,178.28,178.84,176.71,178.16,1087057
2023-02-02,177.5,178.73,176.47,178.07,859491
2023-02-03,176.73,178.7,175.73,177.21,1035319
2023-02-06,180.29,181.72,178.57,179.22,1096279
2023-02-07,176.44,177.72,175.43,176.53,1161126
2023-02-08,179.39,181.84,177.67,179.78,1179239
2023-02-09,179.57,181.3,178.01,178.85,1007274
2023-02-10,180.85,182.1,179.54,180.71,1218156
2023-02-13,181.61,182.44,180.09,181.32,1208549
2023-02-14,182.87,184.61,182.16,182.94,850950
2023-02-15,183.45,184.66,182.28,183.61,1724293
2023-02-16,183.47,184.65,182.33,183.55,1020264
2023-02-17,183.22,184.92,181.81,183.91,1178799
2023-02-20,185.21,186.62,183.31,185.26,1189934
2023-02-21,184.55,185.25,182.8,184.4,1220424
2023-02-22,184.18,185.53,182.02,183.25,1295048
2023-02-23,183.23,184.06,182.09,183.19,1212577
2023-02-24,181.3,183.77,180.39,182.46,1026148
2023-02-27,184.58,185.46,183.66,184.63,1132511
2023-02-28,184.67,185.42,182.23,183.3,988268
2023-03-01,185.58,186.39,184.35,185.15,1189128
2023-03-02,185.16,186.76,183.59,185.56,1244350
2023-03-03,188.45,190.12,186.38,188.15,1620164
2023-03-06,185.15,187.27,183.98,185.53,937075
2023-03-07,185.46,187.42,184.77,186.13,1131766
2023-03-08,188.05,189.43,187.3,188.23,1675059
2023-03-09,188.09,189.66,186.5,188.04,1125183
2023-03-10,184.79,187.17,183.82,185.72,1270884
2023-03-13,185.95,187.05,184.74,186.53,1148836
2023-03-14,186.61,187.59,185.79,186.6,949965
2023-03-15,186.07,187.24,184.5,186.27,1433258
2023-03-16,185.82,187.29,184.67,185.62,1031003
2023-03-17,184.52,186.95,183.82,185.13,1414122
2023-03-20,185.1,185.96,184.07,184.74,1682316
2023-03-21,186.27,188.07,185.38,186.86,1496783
2023-03-22,187.64,189.11,184.8,186.82,1229279
2023-03-23,185.5,187.22,184.33,186.36,1185177
2023-03-24,182.93,184.46,181.43,183.48,1728607
2023-03-27,185.05,186.49,183.87,184.84,1346099
2023-03-28,184.81,185.97,183.33,183.98,1246013
2023-03-29,182.53,183.41,181.39,182.37,1256079
2023-03-30,183.05,183.82,181.29,182.77,1427413
2023-03-31,182.38,183.93,181.09,182.37,1566978
2023-04-03,181.41,182.95,180.58,181.93,1290652
2023-04-04,181.38,182.21,180.29,181.63,1221964
2023-04-05,182.2,183.85,180.84,182.81,1072384
2023-04-06,181.05,182.77,179.44,181.69,1166759
2023-04-07,182.04,183.29,180.37,181.84,1255411
2023-04-10,180.1,181.23,178.84,180.66,1087965
2023-04-11,181.92,183.49,180.3,181.76,1338272
2023-04-12,179.74,181.75,178.94,180.39,1414038
2023-04-13,180.47,181.45,179.55,180.32,1285031
2023-04-14,178.45,179.56,177.77,178.7,1209247
2023-04-17,178.05,179.21,176.71,177.35,1213996
2023-04-18,177.74,179.06,176.17,177.58,1203845
2023-04-19,178.72,180.19,176.98,178.11,848083
2023-04-20,176.13,177.26,175.07,176.51,1659100
2023-04-21,177.88,179.44,176.49,177.85,1092106
2023-04-24,176.21,177.87,174.31,176.7,1114925
2023-04-25,179.16,180.04,178.54,179.37,1229000
2023-04-26,175.53,177.45,173.69,175.66,1064807
2023-04-27,176.46,177.66,175.62,176.82,1371664
2023-04-28,175.3,177.28,174.42,175.91,1326955
2023-05-01,175.99,178.03,174.92,176.69,1234502
2023-05-02,176.19,178.53,174.99,177.36,1082456
2023-05-03,174.11,175.63,173.37,174.64,1463699
2023-05-04,177.26,178.59,176.37,176.94,1129437
2023-05-05,177.06,178.55,176.45,177.86,1199014
2023-05-08,175.46,177.36,173.9,176.14,1102476
2023-05-09,177.07,178.07,174.66,176.17,1247047
2023-05-10,176.77,177.77,175.09,177.09,1136030
2023-05-11,176.06,177.21,175.2,175.9,1208084
2023-05-12,175.46,177.01,173.94,175.14,1372620
2023-05-15,174.58,175.8,173.37,174.25,1064169
2023-05-16,176.08,177.97,175.4,176.84,1159682
2023-05-17,176.02,177.3,175.09,176.14,999128
2023-05-18,175.42,176.76,174.34,176.22,1233374
2023-05-19,178.34,179.24,175.7,177.11,1017604
2023-05-22,175.93,177.65,174.49,176.73,846255
2023-05-23,176.53,177.82,175.83,177.06,1211510
2023-05-24,177.33,179.04,175.91,177.85,990968
2023-05-25,175.9,177.85,174.82,176.65,998812
2023-05-26,179.14,179.8,177.57,178.46,1305670
2023-05-29,177.66,178.2,175.85,176.45,1004973
2023-05-30,177.5,179.13,176.51,177.74,1271559
2023-05-31,178.78,180.32,176.87,179.44,1077124
2023-06-01,176.68,179.15,175.33,177.8,1655754
2023-06-02,177.6,178.91,176.67,177.73,1481416
2023-06-05,177.87,178.69,176.83,178.03,1671694
2023-06-06,177.85,178.94,175.67,178.17,1169788
2023-06-07,177.87,179.49,176.29,177.76,1437142
2023-06-08,177.73,178.97,176.72,177.53,989649
2023-06-09,177.37,178.28,176.23,177.2,940723
2023-06-12,176.89,178.05,175.59,177.04,1235269
2023-06-13,175.7,177.44,174.25,176.25,1359666
2023-06-14,175.68,176.05,174.77,175.34,1023507
2023-06-15,176.11,177.94,174.45,176.1,1121366
2023-06-16,176.8,177.45,174.81,176.35,1283751
2023-06-19,174.96,176.65,173.8,174.57,984591
2023-06-20,175.42,177.21,174.62,176.13,1478238
2023-06-21,174.67,175.92,173.91,175.39,975507
2023-06-22,175.27,176.65,174.27,175.65,931331
2023-06-23,174.31,175.97,172.43,174.84,809370
2023-06-26,176.61,177.75,174.65,176.24,900785
2023-06-27,174.49,175.56,172.8,174.32,1325033
2023-06-28,173.09,174.7,171.37,172.54,1023401
2023-06-29,173.76,174.62,172.56,173.56,954606
2023-06-30,172.92,174.46,172.16,172.81,1504132
2023-07-03,173.09,174.68,170.91,172.49,1028486
2023-07-04,173.77,175.45,172.15,173.53,1453468
2023-07-05,172.03,173.22,170.28,172.0,1215386
2023-07-06,173.71,175.12,172.06,172.97,1011129
2023-07-07,171.45,171.99,170.51,171.4,1087385
2023-07-10,170.62,172.07,169.53,170.77,1001789
2023-07-11,170.04,171.16,168.68,170.46,1119942
2023-07-12,171.09,171.96,169.93,170.73,1126181
2023-07-13,172.23,173.03,170.07,171.61,1208969
2023-07-14,170.17,171.28,169.11,170.2,1321463
2023-07-17,171.45,172.43,169.9,170.79,1163243
2023-07-18,169.62,172.06,168.48,170.6,1030139
2023-07-19,167.58,168.47,166.5,167.61,973649
2023-07-20,168.26,169.1,166.7,168.28,1075089
2023-07-21,166.02,168.27,164.02,166.39,1550818
2023-07-24,167.07,168.53,164.65,165.88,1605436
2023-07-25,166.1,166.83,164.2,166.13,1112259
2023-07-26,165.32,166.57,164.28,165.52,1390659
2023-07-27,164.4,165.77,163.04,164.38,1520794
2023-07-28,164.48,166.53,163.78,165.48,1337480
2023-07-31,164.42,166.05,163.43,164.8,918594
2023-08-01,166.71,168.13,165.51,166.22,1220082
2023-08-02,164.04,165.62,162.65,164.35,938448
2023-08-03,167.43,168.8,165.98,167.85,1015639
2023-08-04,166.22,167.13,164.92,165.57,1146858
2023-08-07,167.91,168.98,166.38,167.24,1327306
2023-08-08,166.81,167.99,165.7,166.56,1156483
2023-08-09,169.15,170.51,168.12,169.37,1221263
2023-08-10,168.98,170.3,167.09,169.1,961526
2023-08-11,168.68,169.48,167.02,169.08,1034347
2023-08-14,167.84,169.66,167.18,168.34,1066390
2023-08-15,169.92,170.99,169.12,170.44,1130507
2023-08-16,169.15,170.19,168.75,169.46,1099509
2023-08-17,171.13,172.65,169.62,171.65,1111103
2023-08-18,170.46,172.15,169.58,171.24,1059501
2023-08-21,171.44,172.19,170.69,171.34,1425130
2023-08-22,170.4,171.78,169.24,170.28,1221731
2023-08-23,172.4,173.11,170.77,171.55,1309659
2023-08-24,172.67,174.65,170.86,173.0,937264
2023-08-25,174.0,174.95,172.48,173.85,1080013
2023-08-28,174.09,175.3,172.43,173.93,1231533
2023-08-29,172.32,174.42,171.04,172.45,1379155
2023-08-30,173.58,174.74,171.96,173.21,1432352
2023-08-31,174.02,175.62,171.7,173.63,1265135
2023-09-01,171.51,172.67,169.67,171.35,1235308
2023-09-04,171.69,173.16,170.78,171.82,1429487
2023-09-05,171.59,172.92,170.6,171.77,1304392
2023-09-06,170.35,172.41,169.79,171.03,1480708
2023-09-07,169.4,170.58,167.67,169.81,1114998
2023-09-08,171.28,172.18,170.21,171.59,1329805
2023-09-11,170.97,172.44,170.12,171.54,1154736
2023-09-12,171.47,172.6,170.15,171.25,1007632
2023-09-13,171.5,172.41,169.86,170.9,1081563
2023-09-14,170.98,172.72,170.42,171.44,1078304
2023-09-15,171.43,172.87,170.36,171.29,1126227
2023-09-18,170.7,172.08,169.12,171.22,1524617
2023-09-19,170.64,171.61,169.75,170.79,1084891
2023-09-20,170.17,171.06,169.35,170.52,937711
2023-09-21,171.4,173.43,169.47,171.1,1315334
2023-09-22,169.03,170.5,168.43,169.37,860850
2023-09-25,171.97,173.06,170.49,171.47,1087253
2023-09-26,170.38,171.29,169.1,170.5,1415075
2023-09-27,170.07,171.41,168.37,170.4,1009073
2023-09-28,170.28,172.15,169.33,170.91,812112
2023-09-29,168.04,169.04,166.87,167.91,1349094
2023-10-02,167.53,169.23,165.47,167.08,1284495
2023-10-03,169.2,171.23,168.43,169.07,1381842
2023-10-04,169.7,170.25,167.75,168.58,986281
2023-10-05,168.9,169.68,167.19,168.19,1382585
2023-10-06,167.41,168.24,166.44,167.57,1287514
2023-10-09,168.75,170.94,167.03,168.91,1120522
2023-10-10,168.33,169.84,166.77,168.09,1472780
2023-10-11,166.65,167.78,166.18,167.07,1387554
2023-10-12,166.67,167.84,164.88,166.08,1074433
2023-10-13,165.48,166.54,163.31,165.3,1362003
2023-10-16,167.93,169.62,166.8,167.8,1028431
2023-10-17,168.95,170.17,167.17,168.61,1132049
2023-10-18,168.64,169.49,166.91,167.78,1258176
2023-10-19,166.33,167.81,165.03,166.24,1256987
2023-10-20,167.83,168.8,167.18,167.88,1123101
2023-10-23,169.05,170.09,166.6,168.3,922996
2023-10-24,169.85,170.76,168.77,169.37,1037446
2023-10-25,167.48,168.96,166.06,167.64,1023499
2023-10-26,168.61,170.27,167.86,168.61,1054477
2023-10-27,169.92,171.39,168.84,169.82,968958
2023-10-30,170.19,171.73,168.3,170.0,1219699
2023-10-31,169.16,170.9,167.62,169.84,905327
2023-11-01,170.03,171.41,169.05,170.8,1246801
2023-11-02,169.96,171.72,168.61,170.41,1452409
2023-11-03,170.46,172.0,169.59,170.95,1091966
2023-11-06,171.76,172.88,170.53,172.08,1505679
2023-11-07,172.09,173.24,170.76,171.78,1227366
2023-11-08,172.8,174.11,171.18,172.88,1435679
2023-11-09,171.67,172.45,170.86,171.57,949303
2023-11-10,172.18,174.07,170.89,172.79,1202417
2023-11-13,174.39,175.64,173.68,174.62,1213182
2023-11-14,176.39,178.26,174.78,176.1,1088112
2023-11-15,174.89,176.04,173.25,174.59,941226
2023-11-16,174.54,175.92,173.55,174.9,1154878
2023-11-17,174.95,175.93,173.65,174.87,618531
2023-11-20,178.03,179.33,175.66,176.93,896637
2023-11-21,176.08,177.2,174.62,176.09,1442903
2023-11-22,177.73,178.68,176.94,178.08,1575285
2023-11-23,180.1,181.05,179.07,180.19,1590592
2023-11-24,180.16,181.16,178.97,180.11,1458088
2023-11-27,180.77,182.35,179.08,180.85,1303535
2023-11-28,181.2,182.56,180.08,181.21,1120173
2023-11-29,181.94,183.64,180.01,182.66,985130
2023-11-30,182.58,184.53,181.37,183.06,1269371
2023-12-01,182.94,183.86,182.11,183.01,1284611
2023-12-04,183.93,185.37,182.79,184.01,1513885
2023-12-05,185.3,186.44,184.72,185.58,1108038
2023-12-06,185.49,186.74,185.19,185.58,1436053
2023-12-07,184.54,185.0,183.94,184.51,1051455
2023-12-08,186.0,186.99,184.15,185.55,1592801
2023-12-11,184.3,186.16,183.13,184.35,1272900
2023-12-12,186.43,187.24,185.3,186.23,968919
2023-12-13,185.18,186.58,183.56,185.45,1208815
2023-12-14,185.96,186.87,183.66,185.67,1215052
2023-12-15,186.56,188.12,184.96,186.38,1195887
2023-12-18,187.14,188.2,185.95,186.71,1399088
2023-12-19,187.89,189.06,186.59,187.53,1026652
2023-12-20,187.57,189.1,185.56,187.28,1304992
2023-12-21,187.69,189.11,186.49,187.74,1086087
2023-12-22,188.42,188.93,187.55,188.3,766007
2023-12-25,187.16,188.21,185.03,186.63,1433578
2023-12-26,186.38,187.9,184.98,186.7,1034973
2023-12-27,185.89,187.36,184.72,186.21,1093145
2023-12-28,185.77,186.71,184.5,185.68,1379690
2023-12-29,185.19,186.43,183.36,184.99,1216882
2024-01-01,186.53,187.63,185.91,186.95,1001811
2024-01-02,188.52,190.3,187.42,188.55,1076917
2024-01-03,188.56,189.69,187.99,188.6,1205296
2024-01-04,185.04,186.9,184.31,186.15,1032624
2024-01-05,188.02,189.0,187.1,188.13,899594
2024-01-08,188.63,189.45,187.46,188.71,1031850
2024-01-09,187.07,187.79,186.12,187.15,990488
2024-01-10,187.88,189.29,186.42,187.17,1036720
2024-01-11,184.88,187.82,183.41,185.48,1133954
2024-01-12,186.66,188.45,186.03,187.07,1079582
2024-01-15,184.27,186.87,182.77,185.58,1214112
2024-01-16,186.71,187.85,185.19,186.96,1043081
2024-01-17,185.69,186.65,184.58,185.89,1271400
2024-01-18,186.73,188.71,185.91,186.98,1386938
2024-01-19,188.09,189.05,186.35,187.53,1038855
2024-01-22,187.2,189.18,185.83,186.77,1152958
2024-01-23,187.27,189.16,185.68,187.23,1302459
2024-01-24,186.97,187.99,184.6,187.16,1428081
2024-01-25,189.52,190.56,187.75,189.01,1105740
2024-01-26,188.71,189.65,187.56,188.72,1288940
2024-01-29,187.41,189.14,185.77,187.82,1329348
2024-01-30,189.09,191.02,187.34,189.95,868776
2024-01-31,189.56,192.44,187.72,189.79,952023
2024-02-01,190.63,191.22,189.36,190.25,1252464
2024-02-02,192.7,193.78,190.35,191.56,1133115
2024-02-05,193.25,194.42,191.27,193.22,869409
2024-02-06,192.34,194.17,190.64,192.72,992898
2024-02-07,191.82,193.68,191.06,,868224
2024-02-08,193.81,194.44,192.37,193.53,1009312
2024-02-09,191.55,193.76,190.75,,1034044
2024-02-12,193.82,195.22,191.84,193.54,1008178
2024-02-13,194.55,196.07,193.13,194.14,1067473
2024-02-14,194.03,195.12,192.91,193.81,1045795
2024-02-15,194.51,196.25,193.79,194.62,1301760
2024-02-16,194.41,195.82,193.32,194.13,1044275
2024-02-19,195.4,196.23,193.91,195.31,1192887
2024-02-20,195.37,196.55,194.07,195.75,1084185
2024-02-21,194.3,195.12,192.54,193.37,849794
2024-02-22,196.23,197.53,195.48,196.41,1237075
2024-02-23,193.3,194.86,191.71,192.91,973465
2024-02-26,194.78,196.85,194.24,195.99,1458248
2024-02-27,197.33,197.99,195.61,196.69,1271716
2024-02-28,195.07,195.71,192.83,194.34,1755790
2024-02-29,192.29,193.2,191.25,192.27,1413055
2024-03-01,192.92,193.84,191.0,192.64,1011811
2024-03-04,194.65,195.25,193.65,194.37,1096065
2024-03-05,191.6,192.77,190.43,191.92,1174950
2024-03-06,195.38,196.38,194.38,195.1,1286057
2024-03-07,191.9,192.63,190.71,192.31,1884698
2024-03-08,191.24,192.61,189.48,191.54,1158280
2024-03-11,193.47,195.09,191.88,192.91,1747343
2024-03-12,192.13,193.07,190.62,191.64,1149968
2024-03-13,192.34,193.5,190.85,192.69,988670
2024-03-14,191.49,193.15,190.84,191.86,1669123
2024-03-15,188.73,189.87,187.4,189.05,1254169
2024-03-18,189.98,190.88,187.92,189.62,824017
2024-03-19,189.4,191.28,188.47,189.9,1383687
2024-03-20,192.71,194.04,191.34,192.53,1191006
2024-03-21,190.26,191.64,188.04,189.88,1146998
2024-03-22,193.13,194.63,191.27,193.18,1750137
2024-03-25,192.07,193.04,190.4,191.56,874990
2024-03-26,191.33,192.94,190.63,191.48,1508109
2024-03-27,191.37,192.79,190.58,191.48,1169336
2024-03-28,190.64,192.8,188.99,191.13,780716
2024-03-29,191.18,192.51,189.95,190.67,922370
2024-04-01,193.17,194.69,192.15,193.55,2014804
2024-04-02,192.93,193.9,191.63,192.75,1168074
2024-04-03,191.2,192.36,190.43,191.24,1189317
2024-04-04,192.52,194.01,191.32,193.05,1130206
2024-04-05,191.11,193.05,188.8,191.42,1151551
2024-04-08,192.39,193.11,190.67,191.7,1139232
2024-04-09,192.07,192.82,191.17,191.97,1382217
2024-04-10,191.33,193.68,189.89,191.83,1040318
2024-04-11,194.3,195.18,192.93,194.15,1122933
2024-04-12,192.4,193.42,190.78,192.47,787669
2024-04-15,194.46,195.28,191.5,192.74,1184961
2024-04-16,191.46,192.77,190.24,191.32,1090608
2024-04-17,190.69,191.82,189.75,190.88,1614209
2024-04-18,192.7,193.94,191.03,191.99,1377208
2024-04-19,189.43,191.94,188.44,190.35,1216151
2024-04-22,191.01,191.69,189.85,190.97,1678636
2024-04-23,190.28,191.56,188.78,189.29,1235947
2024-04-24,190.09,191.56,188.49,190.14,1140631
2024-04-25,188.67,190.99,187.63,189.54,1081763
2024-04-26,190.6,191.78,189.77,190.8,946296
2024-04-29,190.12,192.45,188.7,189.39,1604743
2024-04-30,189.75,191.2,188.28,189.56,1150999
2024-05-01,188.94,190.49,188.26,189.36,1081228
2024-05-02,188.75,189.8,188.09,189.09,1191408
2024-05-06,189.92,191.62,188.47,189.74,1268981
2024-05-07,190.8,192.96,188.75,190.13,1317746
2024-05-08,190.6,192.32,188.69,190.08,853750
2024-05-09,190.21,191.58,188.92,189.98,1607920
2024-05-10,187.36,188.63,186.11,188.03,1809705
2024-05-13,187.45,189.45,186.64,188.12,1035731
2024-05-14,188.71,189.38,186.45,188.44,1260033
2024-05-15,189.1,190.78,187.92,189.78,1204168
2024-05-16,187.33,188.51,185.73,187.44,1010394
2024-05-17,189.52,190.96,188.21,189.37,723923
2024-05-20,187.36,189.42,185.91,187.93,1146858
2024-05-21,188.42,190.0,187.26,188.93,1481164
2024-05-22,189.22,190.69,187.54,189.27,1154212
2024-05-23,187.92,188.82,186.72,187.67,1311792
2024-05-24,188.1,189.03,186.17,187.57,1146114
2024-05-27,188.05,188.75,185.91,187.75,1631268
2024-05-28,187.88,188.53,187.11,187.85,1056089
2024-05-29,185.48,187.06,184.55,185.85,1729037
2024-05-30,183.61,185.11,182.57,184.15,1554450
2024-05-31,183.56,185.2,182.67,183.82,1327539
2024-06-03,183.84,185.22,182.02,183.64,1160913
2024-06-04,182.53,183.42,181.63,182.36,1292158
2024-06-05,181.05,183.36,180.4,182.1,892860
2024-06-06,180.78,181.93,179.1,181.17,1120900
2024-06-07,183.56,184.51,181.5,182.96,1413063
2024-06-10,182.35,183.32,180.53,182.31,1163050
2024-06-11,180.44,181.92,179.65,181.14,1410521
2024-06-12,182.86,183.81,180.51,181.69,1180372
2024-06-13,179.58,181.63,178.6,179.6,1625088
2024-06-14,179.9,180.8,178.37,179.71,1157713
2024-06-17,179.52,180.67,178.61,179.32,1090303
2024-06-18,178.32,179.35,176.81,178.51,953797
2024-06-19,178.44,180.15,177.33,178.8,1429515
2024-06-20,181.25,182.74,178.84,180.19,1388987
2024-06-21,179.52,180.61,178.25,179.02,1775224
2024-06-24,178.73,179.65,177.37,178.32,920947
2024-06-25,178.26,178.96,176.68,177.98,1448544
2024-06-26,177.01,179.29,176.08,177.51,667007
2024-06-27,175.77,177.66,173.74,175.13,1269069
2024-06-28,175.9,177.47,174.13,176.33,1392233
2024-07-01,175.45,176.11,173.69,175.31,1112249
2024-07-02,173.76,175.93,172.94,174.58,1201028
2024-07-03,174.73,177.98,173.68,175.75,752858
2024-07-04,175.88,177.01,174.46,175.72,1267005
2024-07-05,174.36,176.46,173.29,174.77,1432718
2024-07-08,176.99,178.9,176.21,177.98,1543773
2024-07-09,177.57,178.67,176.02,177.3,1319059
2024-07-10,178.62,179.77,176.65,177.56,1418392
2024-07-11,178.22,179.36,175.78,,1595815
2024-07-12,176.0,176.96,174.97,176.13,905091
2024-07-15,175.41,176.37,173.66,175.41,1255433
2024-07-16,175.45,177.19,174.16,175.01,850108
2024-07-17,176.25,177.94,174.88,175.69,911397
2024-07-18,175.42,177.34,173.98,175.59,892055
2024-07-19,176.6,178.54,174.94,176.59,1847420
2024-07-22,176.13,177.19,175.37,175.98,1015423
2024-07-23,177.45,178.41,176.09,177.18,1169533
2024-07-24,177.0,178.59,176.48,177.07,999624
2024-07-25,176.28,177.54,175.44,176.34,756402
2024-07-26,177.18,177.93,175.0,176.49,1142402
2024-07-29,179.29,180.0,177.73,178.69,822117
2024-07-30,177.45,178.85,176.11,177.21,1301332
2024-07-31,181.7,182.81,180.11,180.84,1535447
2024-08-01,180.62,181.94,179.74,180.81,1136748
2024-08-02,183.76,185.38,181.06,182.95,1085580
2024-08-05,181.35,182.74,179.95,181.08,1104091
2024-08-06,183.9,185.6,181.51,182.27,908835
2024-08-07,181.77,183.13,180.91,182.37,1197981
2024-08-08,183.32,184.93,182.53,183.67,1169805
2024-08-09,184.83,186.31,183.83,184.62,1215340
2024-08-12,184.75,185.36,183.01,184.55,1110469
2024-08-13,187.31,188.16,185.29,186.34,1207099
2024-08-14,185.48,186.49,183.72,185.82,1419845
2024-08-15,187.75,188.78,186.32,187.3,1239556
2024-08-16,188.39,189.98,186.9,187.81,1097410
2024-08-19,188.4,190.5,186.5,188.05,1229497
2024-08-20,186.84,188.26,185.51,187.32,1941263
2024-08-21,186.32,187.71,184.35,185.61,1191511
2024-08-22,183.48,185.1,181.49,182.87,1978535
2024-08-23,182.47,183.7,180.5,182.17,1173001
2024-08-26,184.0,185.72,181.96,183.9,1205715
2024-08-27,184.28,185.47,183.55,184.17,1222262
2024-08-28,183.1,184.95,181.47,183.14,1454926
2024-08-29,182.04,183.53,180.79,181.72,1156253
2024-08-30,184.17,184.9,183.36,184.15,1675736
2024-09-02,181.8,183.77,180.5,182.23,1090748
2024-09-03,185.06,187.02,184.05,185.58,1803295
2024-09-04,186.51,188.38,184.53,186.88,1089828
2024-09-05,185.2,186.79,183.82,185.09,1392462
2024-09-06,186.23,187.46,185.01,186.25,1486014
2024-09-09,185.48,186.52,184.05,185.37,945260
2024-09-10,183.8,185.01,181.95,183.55,1106051
2024-09-11,184.01,185.21,182.62,184.32,1269065
2024-09-12,184.52,185.49,182.21,183.78,1074963
2024-09-13,182.34,183.19,181.11,182.47,1518323
2024-09-16,184.5,185.74,182.93,184.71,1551930
2024-09-17,183.18,184.82,181.38,182.94,1293680
2024-09-18,182.6,184.6,181.75,183.52,1109689
2024-09-19,182.49,183.86,181.48,182.88,982036
2024-09-20,183.2,184.06,180.92,182.71,947105
2024-09-23,182.59,184.76,180.76,183.46,975659
2024-09-24,183.3,184.88,181.57,182.75,1013241
2024-09-25,184.31,185.18,182.54,183.56,1115495
2024-09-26,182.11,183.29,180.52,182.29,1120912
2024-09-27,181.63,183.13,180.02,181.49,1582599
2024-09-30,181.95,182.69,180.29,181.39,1409371
2024-10-01,180.48,181.7,179.6,180.71,1102250
2024-10-02,181.67,182.46,180.14,181.23,1581203
2024-10-03,181.56,182.76,180.65,181.89,1217118
2024-10-04,181.03,182.33,180.04,181.27,1194265
2024-10-07,181.38,183.03,180.12,181.78,1439507
2024-10-08,182.33,184.35,180.81,182.16,1070576
2024-10-09,181.54,182.51,180.0,180.96,1262361
2024-10-10,182.3,183.72,180.72,182.39,1195331
2024-10-11,183.4,185.67,182.05,184.03,1163443
2024-10-14,183.2,184.75,181.58,183.74,1275880
2024-10-15,183.22,185.07,182.0,183.02,1302388
2024-10-16,185.26,186.45,182.84,184.34,994891
2024-10-17,185.44,187.31,184.05,185.24,1164910
2024-10-18,185.68,187.13,185.23,185.88,1253608
2024-10-21,186.69,187.69,185.16,186.31,1234006
2024-10-22,187.17,188.26,186.12,187.29,1273588
2024-10-24,189.14,190.85,187.35,189.62,950308
2024-10-25,190.8,192.06,188.92,190.1,858878
2024-10-28,190.07,192.29,189.02,191.34,1070976
2024-10-29,191.95,192.82,190.5,191.55,1066592
2024-10-30,192.5,193.67,191.85,192.73,1218659
2024-10-31,192.87,194.37,192.28,193.08,1264384
2024-11-01,195.01,196.39,193.63,194.17,623112
2024-11-04,194.12,195.19,193.16,194.48,1256638
2024-11-05,193.17,194.35,192.21,193.51,1007461
2024-11-06,193.46,194.6,192.75,193.52,1207422
2024-11-07,196.94,198.63,195.75,196.73,998538
2024-11-08,196.14,198.08,194.97,196.37,1045943
2024-11-11,194.79,195.98,194.15,195.58,1132082
2024-11-12,196.25,197.65,195.32,196.68,1079101
2024-11-13,199.29,200.17,196.71,198.65,1368035
2024-11-14,198.44,199.37,197.1,198.4,1080396
2024-11-15,198.29,199.95,197.28,198.07,1434489
2024-11-18,200.47,201.44,199.22,200.6,1458292
2024-11-19,198.43,199.46,197.39,198.76,1210220
2024-11-20,199.38,200.31,197.58,198.54,1096128
2024-11-21,199.07,200.45,198.22,199.17,1397404
2024-11-22,198.89,200.41,197.44,199.11,1155944
2024-11-25,199.99,201.33,198.43,199.44,1118837
2024-11-26,199.48,201.45,198.77,199.84,914367
2024-11-27,198.98,200.24,197.74,199.28,896341
2024-11-28,199.92,201.41,198.85,199.91,1432792
2024-11-29,199.57,200.55,198.67,199.57,931225
2024-12-02,200.17,201.55,198.97,200.04,1241446
2024-12-03,201.36,202.09,198.76,200.31,1107925
2024-12-04,200.87,201.82,199.57,200.7,1072531
2024-12-05,199.04,201.58,196.9,200.23,1457025
2024-12-06,200.06,201.69,198.22,199.89,885012
2024-12-09,198.52,199.06,197.02,198.5,1477583
2024-12-10,197.83,199.12,195.4,197.81,845522
2024-12-11,198.59,199.59,196.72,198.46,941702
2024-12-12,198.78,200.25,197.47,198.8,1368812
2024-12-13,199.42,201.07,197.72,199.44,1299408
2024-12-16,201.4,203.03,200.2,201.09,822284
2024-12-17,198.36,199.27,197.47,198.64,1237802
2024-12-18,199.09,200.75,198.52,199.56,1105670
2024-12-19,201.32,203.0,198.51,199.8,1034814
2024-12-20,198.64,199.67,197.89,199.0,1112307
2024-12-23,201.26,202.46,200.52,201.21,1191868
2024-12-24,198.04,200.26,196.78,198.79,947860
2024-12-25,199.78,200.87,198.58,199.72,1454420
2024-12-26,198.69,199.55,198.03,199.15,1146435
2024-12-27,198.92,200.55,198.31,199.14,1197846
2024-12-30,200.65,201.5,199.26,200.13,1153490
2024-12-31,201.25,202.12,200.43,201.02,1330679
2025-01-01,201.05,202.26,199.37,200.77,943691
2025-01-02,200.45,202.65,199.33,201.33,935964
2025-01-03,200.97,201.9,198.44,200.05,1087223
